S.No.,Pin Code,City Name,State,Country,Is Active
11097,577122,Mudigere,Karnataka,India,TRUE
11098,577123,Koppal,Karnataka,India,TRUE
11099,577124,Mudigere,Karnataka,India,TRUE
11100,577125,Chickmagalur,Karnataka,India,TRUE
11101,577126,Chickmagalur,Karnataka,India,TRUE
11102,577127,Koppal,Karnataka,India,TRUE
11103,577128,Tarikere,Karnataka,India,TRUE
11104,577129,Tarikere,Karnataka,India,TRUE
11105,577130,Chickmagalur,Karnataka,India,TRUE
11106,577131,Chickmagalur,Karnataka,India,TRUE
11107,577132,Mudigee,Karnataka,India,TRUE
11108,577133,Chickmagalur,Karnataka,India,TRUE
11109,577134,Narasimharajapura,Karnataka,India,TRUE
11110,577135,Kadur,Karnataka,India,TRUE
11111,577136,Chickmagalur,Karnataka,India,TRUE
11112,577137,Tarikere,Karnataka,India,TRUE
11113,577138,Kadur,Karnataka,India,TRUE
11114,577139,Koppal,Karnataka,India,TRUE
11115,577140,Kadur,Karnataka,India,TRUE
11116,577142,Mudigere,Karnataka,India,TRUE
11117,577144,Tarikere,Karnataka,India,TRUE
11118,577145,Tarikere,Karnataka,India,TRUE
11119,577146,Chickmagalur,Karnataka,India,TRUE
11120,577160,Chickmagalur,Karnataka,India,TRUE
11121,577168,Chickmagalur,Karnataka,India,TRUE
11122,577175,Kadur,Karnataka,India,TRUE
11123,577179,Mudigere,Karnataka,India,TRUE
11124,577180,Kadur,Karnataka,India,TRUE
11125,577181,Mudigere,Karnataka,India,TRUE
11126,577182,Chickmagalur,Karnataka,India,TRUE
11127,577201,Shimoga,Karnataka,India,TRUE
11128,577202,Shimoga,Karnataka,India,TRUE
11129,577203,Shimoga,Karnataka,India,TRUE
11130,577204,Shimoga,Karnataka,India,TRUE
11131,577205,Shimoga,Karnataka,India,TRUE
11132,577211,Shimoga,Karnataka,India,TRUE
11133,577213,Shimoga,Karnataka,India,TRUE
11134,577214,Shikaripur,Karnataka,India,TRUE
11135,577215,Davangere,Karnataka,India,TRUE
11136,577216,Shimoga,Karnataka,India,TRUE
11137,577217,Davangere,Karnataka,India,TRUE
11138,577218,Davangere,Karnataka,India,TRUE
11139,577219,Davangere,Karnataka,India,TRUE
11140,577220,TIRTHAHALLI,Karnataka,India,TRUE
11141,577221,Davangere,Karnataka,India,TRUE
11142,577222,Shimoga,Karnataka,India,TRUE
11143,577223,Honnali,Karnataka,India,TRUE
11144,577224,Davangere,Karnataka,India,TRUE
11145,577225,Shimoga,Karnataka,India,TRUE
11146,577226,TIRTHAHALLI,Karnataka,India,TRUE
11147,577227,Bhadravathi,Karnataka,India,TRUE
11148,577228,Chickmagalur,Karnataka,India,TRUE
11149,577229,Bhadravathi,Karnataka,India,TRUE
11150,577230,Davangere,Karnataka,India,TRUE
11151,577231,Channagiri,Karnataka,India,TRUE
11152,577232,TIRTHAHALLI,Karnataka,India,TRUE
11153,577233,Bhadravathi,Karnataka,India,TRUE
11154,577243,Bhadravathi,Karnataka,India,TRUE
11155,577245,Bhadravathi,Karnataka,India,TRUE
11156,577301,Bhadravathi,Karnataka,India,TRUE
11157,577302,Shimoga,Karnataka,India,TRUE
11158,577401,Sagara,Karnataka,India,TRUE
11159,577411,Thirthahalli,Karnataka,India,TRUE
11160,577412,Hosanagar,Karnataka,India,TRUE
11161,577413,Soraba,Karnataka,India,TRUE
11162,577414,Thirthahalli,Karnataka,India,TRUE
11163,577415,Thirthahalli,Karnataka,India,TRUE
11164,577416,Shimoga,Karnataka,India,TRUE
11165,577417,Hosanagar,Karnataka,India,TRUE
11166,577418,Hosanagar,Karnataka,India,TRUE
11167,577419,Soraba,Karnataka,India,TRUE
11168,577421,Sagara,Karnataka,India,TRUE
11169,577422,Thirthahalli,Karnataka,India,TRUE
11170,577423,Shimoga,Karnataka,India,TRUE
11171,577424,Thirthahalli,Karnataka,India,TRUE
11172,577425,Hosanagar,Karnataka,India,TRUE
11173,577426,Hosanagar,Karnataka,India,TRUE
11174,577427,Shikaripur,Karnataka,India,TRUE
11175,577428,Shikaripur,Karnataka,India,TRUE
11176,577429,Soraba,Karnataka,India,TRUE
11177,577430,Shimoga,Karnataka,India,TRUE
11178,577431,Sagara,Karnataka,India,TRUE
11179,577432,Thirthahalli,Karnataka,India,TRUE
11180,577433,Shikaripur,Karnataka,India,TRUE
11181,577434,Sagara,Karnataka,India,TRUE
11182,577435,Sagara,Karnataka,India,TRUE
11183,577436,Hosanagar,Karnataka,India,TRUE
11184,577448,Hosanagar,Karnataka,India,TRUE
11185,577451,Bhadravathi,Karnataka,India,TRUE
11186,577452,Hosanagar,Karnataka,India,TRUE
11187,577453,Shimoga,Karnataka,India,TRUE
11188,577501,Channagiri,Karnataka,India,TRUE
11189,577502,Chitradurga,Karnataka,India,TRUE
11190,577511,Chitradurga,Karnataka,India,TRUE
11191,577512,Davangere,Karnataka,India,TRUE
11192,577513,Davangere,Karnataka,India,TRUE
11193,577514,Davangere,Karnataka,India,TRUE
11194,577515,Hodadurga,Karnataka,India,TRUE
11195,577516,Davangere,Karnataka,India,TRUE
11196,577517,Chitradurga,Karnataka,India,TRUE
11197,577518,Channagiri,Karnataka,India,TRUE
11198,577519,Chitradurga,Karnataka,India,TRUE
11199,577520,Chitradurga,Karnataka,India,TRUE
11200,577521,Chitradurga,Karnataka,India,TRUE
11201,577522,Chitradurga,Karnataka,India,TRUE
11202,577523,Chitradurga,Karnataka,India,TRUE
11203,577524,Chitradurga,Karnataka,India,TRUE
11204,577525,Davangere,Karnataka,India,TRUE
11205,577526,Holalakere,Karnataka,India,TRUE
11206,577527,Holalakere,Karnataka,India,TRUE
11207,577528,Davangere,Karnataka,India,TRUE
11208,577529,Holalakere,Karnataka,India,TRUE
11209,577530,Davangere,Karnataka,India,TRUE
11210,577531,Holalakere,Karnataka,India,TRUE
11211,577532,Hiriyur,Karnataka,India,TRUE
11212,577533,Hodadurga,Karnataka,India,TRUE
11213,577534,Davangere,Karnataka,India,TRUE
11214,577535,Chitradurga,Karnataka,India,TRUE
11215,577536,Chitradurga,Karnataka,India,TRUE
11216,577537,Chitradurga,Karnataka,India,TRUE
11217,577538,Chitradurga,Karnataka,India,TRUE
11218,577539,Holalakere,Karnataka,India,TRUE
11219,577540,Chitradurga,Karnataka,India,TRUE
11220,577541,Chitradurga,Karnataka,India,TRUE
11221,577542,Hodadurga,Karnataka,India,TRUE
11222,577543,Challakere,Karnataka,India,TRUE
11223,577544,Davangere,Karnataka,India,TRUE
11224,577545,Hiriyur,Karnataka,India,TRUE
11225,577546,Hiriyur,Karnataka,India,TRUE
11226,577547,Kadur,Karnataka,India,TRUE
11227,577548,Kadur,Karnataka,India,TRUE
11228,577549,Tarikere,Karnataka,India,TRUE
11229,577550,Kadur,Karnataka,India,TRUE
11230,577551,Davangere,Karnataka,India,TRUE
11231,577552,Davangere,Karnataka,India,TRUE
11232,577553,Davangere,Karnataka,India,TRUE
11233,577554,Hosadurga,Karnataka,India,TRUE
11234,577555,Chitradurga,Karnataka,India,TRUE
11235,577556,Davangere,Karnataka,India,TRUE
11236,577557,Channagiri,Karnataka,India,TRUE
11237,577558,Hiriyur,Karnataka,India,TRUE
11238,577566,Channagiri,Karnataka,India,TRUE
11239,577589,Davangere,Karnataka,India,TRUE
11240,577597,Chitradurga,Karnataka,India,TRUE
11241,577598,Chitradurga,Karnataka,India,TRUE
11242,577599,Chitradurga,Karnataka,India,TRUE
11243,577601,Davangere,Karnataka,India,TRUE
11244,577602,Davangere,Karnataka,India,TRUE
11245,580001,Dharwad,Karnataka,India,TRUE
11246,580002,Dharwad,Karnataka,India,TRUE
11247,580003,Dharwad,Karnataka,India,TRUE
11248,580004,Dharwad,Karnataka,India,TRUE
11249,580005,Dharwad,Karnataka,India,TRUE
11250,580006,Dharwad,Karnataka,India,TRUE
11251,580007,Dharwad,Karnataka,India,TRUE
11252,580008,Dharwad,Karnataka,India,TRUE
11253,580009,Dharwad,Karnataka,India,TRUE
11254,580011,Dharwad,Karnataka,India,TRUE
11255,580020,Dharwad,Karnataka,India,TRUE
11256,580021,Dharwad,Karnataka,India,TRUE
11257,580023,Dharwad,Karnataka,India,TRUE
11258,580024,Dharwad,Karnataka,India,TRUE
11259,580025,Dharwad,Karnataka,India,TRUE
11260,580026,Dharwad,Karnataka,India,TRUE
11261,580028,Dharwad,Karnataka,India,TRUE
11262,580029,Dharwad,Karnataka,India,TRUE
11263,580030,Dharwad,Karnataka,India,TRUE
11264,580031,Dharwad,Karnataka,India,TRUE
11265,580032,Dharwad,Karnataka,India,TRUE
11266,580112,Dharwad,Karnataka,India,TRUE
11267,580114,Dharwad,Karnataka,India,TRUE
11268,580118,Dharwad,Karnataka,India,TRUE
11269,581101,Haveri,Karnataka,India,TRUE
11270,581102,Haveri,Karnataka,India,TRUE
11271,581103,Dharwad,Karnataka,India,TRUE
11272,581104,Haveri,Karnataka,India,TRUE
11273,581105,Dharwad,Karnataka,India,TRUE
11274,581106,Haveri,Karnataka,India,TRUE
11275,581107,Dharwad,Karnataka,India,TRUE
11276,581108,Haveri,Karnataka,India,TRUE
11277,581109,Haveri,Karnataka,India,TRUE
11278,581110,Haveri,Karnataka,India,TRUE
11279,581111,Haveri,Karnataka,India,TRUE
11280,581112,Haveri,Karnataka,India,TRUE
11281,581113,Dharwad,Karnataka,India,TRUE
11282,581115,Haveri,Karnataka,India,TRUE
11283,581116,Haveri,Karnataka,India,TRUE
11284,581117,Dharwad,Karnataka,India,TRUE
11285,581118,Haveri,Karnataka,India,TRUE
11286,581119,Haveri,Karnataka,India,TRUE
11287,581120,Haveri,Karnataka,India,TRUE
11288,581121,Joida,Karnataka,India,TRUE
11289,581123,Haveri,Karnataka,India,TRUE
11290,581126,Haveri,Karnataka,India,TRUE
11291,581128,Haveri,Karnataka,India,TRUE
11292,581129,Joida,Karnataka,India,TRUE
11293,581145,Haveri,Karnataka,India,TRUE
11294,581148,Haveri,Karnataka,India,TRUE
11295,581186,Joida,Karnataka,India,TRUE
11296,581187,Joida,Karnataka,India,TRUE
11297,581193,Haveri,Karnataka,India,TRUE
11298,581195,Dharwad,Karnataka,India,TRUE
11299,581196,Dharwad,Karnataka,India,TRUE
11300,581197,Haveri,Karnataka,India,TRUE
11301,581198,Haveri,Karnataka,India,TRUE
11302,581201,Dharwad,Karnataka,India,TRUE
11303,581202,Haveri,Karnataka,India,TRUE
11304,581203,Haveri,Karnataka,India,TRUE
11305,581204,Dharwad,Karnataka,India,TRUE
11306,581205,Haveri,Karnataka,India,TRUE
11307,581206,Dharwad,Karnataka,India,TRUE
11308,581207,Dharwad,Karnataka,India,TRUE
11309,581208,Haveri,Karnataka,India,TRUE
11310,581209,Dharwad,Karnataka,India,TRUE
11311,581210,Haveri,Karnataka,India,TRUE
11312,581211,Haveri,Karnataka,India,TRUE
11313,581212,Haveri,Karnataka,India,TRUE
11314,581213,Haveri,Karnataka,India,TRUE
11315,581237,Haveri,Karnataka,India,TRUE
11316,581301,Karwar,Karnataka,India,TRUE
11317,581302,Karwar,Karnataka,India,TRUE
11318,581303,Karwar,Karnataka,India,TRUE
11319,581304,Karwar,Karnataka,India,TRUE
11320,581305,Karwar,Karnataka,India,TRUE
11321,581306,Karwar,Karnataka,India,TRUE
11322,581307,Karwar,Karnataka,India,TRUE
11323,581308,Uttara Kannada,Karnataka,India,TRUE
11324,581314,Uttara Kannada,Karnataka,India,TRUE
11325,581315,Sirsi,Karnataka,India,TRUE
11326,581316,Ankola,Karnataka,India,TRUE
11327,581317,Karwar,Karnataka,India,TRUE
11328,581318,Sirsi,Karnataka,India,TRUE
11329,581319,Ankola,Karnataka,India,TRUE
11330,581320,Bhatkal,Karnataka,India,TRUE
11331,581321,Ankola,Karnataka,India,TRUE
11332,581322,Siddapur,Karnataka,India,TRUE
11333,581323,HONAVAR,Karnataka,India,TRUE
11334,581324,Karwar,Karnataka,India,TRUE
11335,581325,Haliyal,Karnataka,India,TRUE
11336,581326,Kumta,Karnataka,India,TRUE
11337,581327,HONAVAR,Karnataka,India,TRUE
11338,581328,Karwar,Karnataka,India,TRUE
11339,581329,Haliyal,Karnataka,India,TRUE
11340,581330,Kumta,Karnataka,India,TRUE
11341,581331,Siddapur,Karnataka,India,TRUE
11342,581332,Kumta,Karnataka,India,TRUE
11343,581333,Kumta,Karnataka,India,TRUE
11344,581334,HONAVAR,Karnataka,India,TRUE
11345,581335,HONAVAR,Karnataka,India,TRUE
11346,581336,Sirsi,Karnataka,India,TRUE
11347,581337,Yellapur,Karnataka,India,TRUE
11348,581338,HONAVAR,Karnataka,India,TRUE
11349,581339,Karwar,Karnataka,India,TRUE
11350,581340,Siddapur,Karnataka,India,TRUE
11351,581341,HONAVAR,Karnataka,India,TRUE
11352,581342,HONAVAR,Karnataka,India,TRUE
11353,581343,Kumta,Karnataka,India,TRUE
11354,581344,Ankola,Karnataka,India,TRUE
11355,581345,Karwar,Karnataka,India,TRUE
11356,581346,Mundgod,Karnataka,India,TRUE
11357,581347,Yellapur,Karnataka,India,TRUE
11358,581348,HONAVAR,Karnataka,India,TRUE
11359,581349,Mundgod,Karnataka,India,TRUE
11360,581350,Bhatkal,Karnataka,India,TRUE
11361,581351,Kumta,Karnataka,India,TRUE
11362,581352,Uttara Kannada,Karnataka,India,TRUE
11363,581353,Ankola,Karnataka,India,TRUE
11364,581354,Bhatkal,Karnataka,India,TRUE
11365,581355,Siddapur,Karnataka,India,TRUE
11366,581356,Haliyal,Karnataka,India,TRUE
11367,581357,Ankola,Karnataka,India,TRUE
11368,581358,Sirsi,Karnataka,India,TRUE
11369,581359,Yellapur,Karnataka,India,TRUE
11370,581360,Karwar,Karnataka,India,TRUE
11371,581361,HONAVAR,Karnataka,India,TRUE
11372,581362,Kumta,Karnataka,India,TRUE
11373,581363,Haliyal,Karnataka,India,TRUE
11374,581365,Haliyal,Karnataka,India,TRUE
11375,581384,Uttara Kannada,Karnataka,India,TRUE
11376,581396,Karwar,Karnataka,India,TRUE
11377,581400,Uttara Kannada,Karnataka,India,TRUE
11378,581401,Sirsi,Karnataka,India,TRUE
11379,581402,Sirsi,Karnataka,India,TRUE
11380,581403,Sirsi,Karnataka,India,TRUE
11381,581411,Mundgod,Karnataka,India,TRUE
11382,581412,Yellapur,Karnataka,India,TRUE
11383,581421,Bhatkal,Karnataka,India,TRUE
11384,581423,HONAVAR,Karnataka,India,TRUE
11385,581440,Uttara Kannada,Karnataka,India,TRUE
11386,581450,Siddapur,Karnataka,India,TRUE
11387,581451,Uttara Kannada,Karnataka,India,TRUE
11388,581453,Joida,Karnataka,India,TRUE
11389,581596,Virudhunagar,Tamil Nadu,India,TRUE
11390,582101,Gadag,Karnataka,India,TRUE
11391,582102,Gadag,Karnataka,India,TRUE
11392,582103,Gadag,Karnataka,India,TRUE
11393,582111,Gadag,Karnataka,India,TRUE
11394,582112,Gadag,Karnataka,India,TRUE
11395,582113,Gadag,Karnataka,India,TRUE
11396,582114,Gadag,Karnataka,India,TRUE
11397,582115,Gadag,Karnataka,India,TRUE
11398,582116,Gadag,Karnataka,India,TRUE
11399,582117,Gadag,Karnataka,India,TRUE
11400,582118,Gadag,Karnataka,India,TRUE
11401,582119,Gadag,Karnataka,India,TRUE
11402,582120,Gadag,Karnataka,India,TRUE
11403,582201,Dharwad,Karnataka,India,TRUE
11404,582202,Gadag,Karnataka,India,TRUE
11405,582203,Gadag,Karnataka,India,TRUE
11406,582204,Gadag,Karnataka,India,TRUE
11407,582205,Gadag,Karnataka,India,TRUE
11408,582206,Gadag,Karnataka,India,TRUE
11409,582207,Gadag,Karnataka,India,TRUE
11410,582208,Dharwad,Karnataka,India,TRUE
11411,582209,Gadag,Karnataka,India,TRUE
11412,582210,Gadag,Karnataka,India,TRUE
11413,582211,Gadag,Karnataka,India,TRUE
11414,583101,Bellary,Karnataka,India,TRUE
11415,583102,Bellary,Karnataka,India,TRUE
11416,583103,Bellary,Karnataka,India,TRUE
11417,583104,Bellary,Karnataka,India,TRUE
11418,583105,Bellary,Karnataka,India,TRUE
11419,583111,Bellary,Karnataka,India,TRUE
11420,583112,Sandur,Karnataka,India,TRUE
11421,583113,Bellary,Karnataka,India,TRUE
11422,583114,Siruguppa,Karnataka,India,TRUE
11423,583115,Bellary,Karnataka,India,TRUE
11424,583116,Bellary,Karnataka,India,TRUE
11425,583117,Bellary,Karnataka,India,TRUE
11426,583118,Sandur,Karnataka,India,TRUE
11427,583119,Sandur,Karnataka,India,TRUE
11428,583120,Siruguppa,Karnataka,India,TRUE
11429,583121,Siruguppa,Karnataka,India,TRUE
11430,583122,Siruguppa,Karnataka,India,TRUE
11431,583123,Sandur,Karnataka,India,TRUE
11432,583124,Sandur,Karnataka,India,TRUE
11433,583125,Davangere,Karnataka,India,TRUE
11434,583126,Kudligi,Karnataka,India,TRUE
11435,583127,Davangere,Karnataka,India,TRUE
11436,583128,Sandur,Karnataka,India,TRUE
11437,583129,Hospet,Karnataka,India,TRUE
11438,583130,Kudligi,Karnataka,India,TRUE
11439,583131,Davangere,Karnataka,India,TRUE
11440,583132,Hospet,Karnataka,India,TRUE
11441,583134,Kudlgi,Karnataka,India,TRUE
11442,583135,Kudligi,Karnataka,India,TRUE
11443,583136,Kudligi,Karnataka,India,TRUE
11444,583137,Davangere,Karnataka,India,TRUE
11445,583152,Bellary,Karnataka,India,TRUE
11446,583154,Bellary,Karnataka,India,TRUE
11447,583201,Hospet,Karnataka,India,TRUE
11448,583203,Hospet,Karnataka,India,TRUE
11449,583211,Hospet,Karnataka,India,TRUE
11450,583212,H B Halli,Karnataka,India,TRUE
11451,583213,Davangere,Karnataka,India,TRUE
11452,583214,H B Halli,Karnataka,India,TRUE
11453,583215,Hospet,Karnataka,India,TRUE
11454,583216,HUVINAHADAGALI,Karnataka,India,TRUE
11455,583217,HUVINAHADAGALI,Karnataka,India,TRUE
11456,583218,Kudligi,Karnataka,India,TRUE
11457,583219,HUVINAHADAGALI,Karnataka,India,TRUE
11458,583220,Hagaribommanahalli,Karnataka,India,TRUE
11459,583221,Hospet,Karnataka,India,TRUE
11460,583222,H B Halli,Karnataka,India,TRUE
11461,583223,Hospet,Karnataka,India,TRUE
11462,583224,HUVINAHADAGALI,Karnataka,India,TRUE
11463,583225,Hospet,Karnataka,India,TRUE
11464,583226,Koppal,Karnataka,India,TRUE
11465,583227,Koppal,Karnataka,India,TRUE
11466,583228,Koppal,Karnataka,India,TRUE
11467,583229,Koppal,Karnataka,India,TRUE
11468,583230,Koppal,Karnataka,India,TRUE
11469,583231,Koppal,Karnataka,India,TRUE
11470,583232,Koppal,Karnataka,India,TRUE
11471,583233,Gadag,Karnataka,India,TRUE
11472,583234,Koppal,Karnataka,India,TRUE
11473,583235,Koppal,Karnataka,India,TRUE
11474,583236,Koppal,Karnataka,India,TRUE
11475,583237,Koppal,Karnataka,India,TRUE
11476,583238,Koppal,Karnataka,India,TRUE
11477,583239,Hospet,Karnataka,India,TRUE
11478,583268,Koppal,Karnataka,India,TRUE
11479,583275,Sandur,Karnataka,India,TRUE
11480,583276,Hospet,Karnataka,India,TRUE
11481,583277,Koppal,Karnataka,India,TRUE
11482,583278,Koppal,Karnataka,India,TRUE
11483,583279,Koppal,Karnataka,India,TRUE
11484,583280,Koppal,Karnataka,India,TRUE
11485,583281,Koppal,Karnataka,India,TRUE
11486,583282,Koppal,Karnataka,India,TRUE
11487,583283,Koppal,Karnataka,India,TRUE
11488,583284,Koppal,Karnataka,India,TRUE
11489,583285,Koppal,Karnataka,India,TRUE
11490,584101,Raichur,Karnataka,India,TRUE
11491,584102,Raichur,Karnataka,India,TRUE
11492,584103,Raichur,Karnataka,India,TRUE
11493,584104,Raichur,Karnataka,India,TRUE
11494,584111,Raichur,Karnataka,India,TRUE
11495,584113,Raichur,Karnataka,India,TRUE
11496,584114,Koppal,Karnataka,India,TRUE
11497,584115,Raichur,Karnataka,India,TRUE
11498,584116,Raichur,Karnataka,India,TRUE
11499,584118,Manvi,Karnataka,India,TRUE
11500,584119,Koppal,Karnataka,India,TRUE
11501,584120,Manvi,Karnataka,India,TRUE
11502,584121,Koppal,Karnataka,India,TRUE
11503,584122,Raichur,Karnataka,India,TRUE
11504,584123,Manvi,Karnataka,India,TRUE
11505,584124,Sindhanur,Karnataka,India,TRUE
11506,584125,Raichur,Karnataka,India,TRUE
11507,584126,Raichur,Karnataka,India,TRUE
11508,584127,Raichur,Karnataka,India,TRUE
11509,584128,Raichur,Karnataka,India,TRUE
11510,584129,Manvi,Karnataka,India,TRUE
11511,584130,Koppal,Karnataka,India,TRUE
11512,584131,Koppal,Karnataka,India,TRUE
11513,584132,Sindhanur,Karnataka,India,TRUE
11514,584133,Raichur,Karnataka,India,TRUE
11515,584134,Raichur,Karnataka,India,TRUE
11516,584135,Raichur,Karnataka,India,TRUE
11517,584136,Raichur,Karnataka,India,TRUE
11518,584138,Manvi,Karnataka,India,TRUE
11519,584139,Raichur,Karnataka,India,TRUE
11520,584140,Raichur,Karnataka,India,TRUE
11521,584143,Manvi,Karnataka,India,TRUE
11522,584166,Koppal,Karnataka,India,TRUE
11523,584167,Sindhanur,Karnataka,India,TRUE
11524,584170,Raichur,Karnataka,India,TRUE
11525,584202,Manvi,Karnataka,India,TRUE
11526,584203,Manvi,Karnataka,India,TRUE
11527,585101,Gulbarga,Karnataka,India,TRUE
11528,585102,Gulbarga,Karnataka,India,TRUE
11529,585103,Gulbarga,Karnataka,India,TRUE
11530,585104,Gulbarga,Karnataka,India,TRUE
11531,585105,Gulbarga,Karnataka,India,TRUE
11532,585106,Gulbarga,Karnataka,India,TRUE
11533,585107,Gulbarga,Karnataka,India,TRUE
11534,585201,Yadgir,Karnataka,India,TRUE
11535,585202,Yadgir,Karnataka,India,TRUE
11536,585210,Gulbarga,Karnataka,India,TRUE
11537,585211,Gulbarga,Karnataka,India,TRUE
11538,585212,Gulbarga,Karnataka,India,TRUE
11539,585213,Gulbarga,Karnataka,India,TRUE
11540,585214,Yadgir,Karnataka,India,TRUE
11541,585215,Yadgir,Karnataka,India,TRUE
11542,585216,Yadgir,Karnataka,India,TRUE
11543,585217,Gulbarga,Karnataka,India,TRUE
11544,585218,Gulbarga,Karnataka,India,TRUE
11545,585219,Yadgir,Karnataka,India,TRUE
11546,585220,Yadgir,Karnataka,India,TRUE
11547,585221,Yadgir,Karnataka,India,TRUE
11548,585222,Gulbarga,Karnataka,India,TRUE
11549,585223,Yadgir,Karnataka,India,TRUE
11550,585224,Yadgir,Karnataka,India,TRUE
11551,585225,Gulbarga,Karnataka,India,TRUE
11552,585226,Bidar,Karnataka,India,TRUE
11553,585227,Humnabad,Karnataka,India,TRUE
11554,585228,Gulbarga,Karnataka,India,TRUE
11555,585229,Gulbarga,Karnataka,India,TRUE
11556,585236,Gulbarga,Karnataka,India,TRUE
11557,585237,Yadgir,Karnataka,India,TRUE
11558,585265,Gulbarga,Karnataka,India,TRUE
11559,585287,Yadgir,Karnataka,India,TRUE
11560,585290,Yadgir,Karnataka,India,TRUE
11561,585291,Yadgir,Karnataka,India,TRUE
11562,585292,Gulbarga,Karnataka,India,TRUE
11563,585301,Gulbarga,Karnataka,India,TRUE
11564,585302,Gulbarga,Karnataka,India,TRUE
11565,585303,Gulbarga,Karnataka,India,TRUE
11566,585304,Yadgir,Karnataka,India,TRUE
11567,585305,Gulbarga,Karnataka,India,TRUE
11568,585306,Gulbarga,Karnataka,India,TRUE
11569,585307,Gulbarga,Karnataka,India,TRUE
11570,585308,Gulbarga,Karnataka,India,TRUE
11571,585309,Yadgir,Karnataka,India,TRUE
11572,585310,Gulbarga,Karnataka,India,TRUE
11573,585311,Gulbarga,Karnataka,India,TRUE
11574,585312,Gulbarga,Karnataka,India,TRUE
11575,585313,Gulbarga,Karnataka,India,TRUE
11576,585314,Gulbarga,Karnataka,India,TRUE
11577,585315,Yadgir,Karnataka,India,TRUE
11578,585316,Gulbarga,Karnataka,India,TRUE
11579,585317,Gulbarga,Karnataka,India,TRUE
11580,585318,Gulbarga,Karnataka,India,TRUE
11581,585319,Yadgir,Karnataka,India,TRUE
11582,585320,Gulbarga,Karnataka,India,TRUE
11583,585321,Yadgir,Karnataka,India,TRUE
11584,585322,Gulbarga,Karnataka,India,TRUE
11585,585323,Yadgir,Karnataka,India,TRUE
11586,585324,Gulbarga,Karnataka,India,TRUE
11587,585325,Gulbarga,Karnataka,India,TRUE
11588,585326,Aruad (B),Karnataka,India,TRUE
11589,585327,Basavakalyan,Karnataka,India,TRUE
11590,585328,Bhalki,Karnataka,India,TRUE
11591,585329,Humnabad,Karnataka,India,TRUE
11592,585330,Humnabad,Karnataka,India,TRUE
11593,585331,Basavakalyan,Karnataka,India,TRUE
11594,585353,Humnabad,Karnataka,India,TRUE
11595,585355,Yadgir,Karnataka,India,TRUE
11596,585367,Gulbarga,Karnataka,India,TRUE
11597,585401,Bidar,Karnataka,India,TRUE
11598,585402,Bidar,Karnataka,India,TRUE
11599,585403,Bidar,Karnataka,India,TRUE
11600,585411,Bhalki,Karnataka,India,TRUE
11601,585412,Humnabad,Karnataka,India,TRUE
11602,585413,Bhalki,Karnataka,India,TRUE
11603,585414,Bhalki,Karnataka,India,TRUE
11604,585415,Bhalki,Karnataka,India,TRUE
11605,585416,Basavakalyan,Karnataka,India,TRUE
11606,585417,Aruad (B),Karnataka,India,TRUE
11607,585418,Humnabad,Karnataka,India,TRUE
11608,585419,Basavakalyan,Karnataka,India,TRUE
11609,585421,Aruad (B),Karnataka,India,TRUE
11610,585436,Aruad (B),Karnataka,India,TRUE
11611,585437,Basavakalyan,Karnataka,India,TRUE
11612,585443,Aruad (B),Karnataka,India,TRUE
11613,585444,Bidar,Karnataka,India,TRUE
11614,586101,BIJAPUR (KA),Karnataka,India,TRUE
11615,586102,BIJAPUR (KA),Karnataka,India,TRUE
11616,586103,BIJAPUR (KA),Karnataka,India,TRUE
11617,586104,BIJAPUR (KA),Karnataka,India,TRUE
11618,586108,BIJAPUR (KA),Karnataka,India,TRUE
11619,586109,BIJAPUR (KA),Karnataka,India,TRUE
11620,586111,BIJAPUR (KA),Karnataka,India,TRUE
11621,586112,BIJAPUR (KA),Karnataka,India,TRUE
11622,586113,BIJAPUR (KA),Karnataka,India,TRUE
11623,586114,B.BAGEWADI,Karnataka,India,TRUE
11624,586115,B.BAGEWADI,Karnataka,India,TRUE
11625,586116,BIJAPUR (KA),Karnataka,India,TRUE
11626,586117,B.BAGEWADI,Karnataka,India,TRUE
11627,586118,Sindagi,Karnataka,India,TRUE
11628,586119,BIJAPUR (KA),Karnataka,India,TRUE
11629,586120,Indi,Karnataka,India,TRUE
11630,586121,B.BAGEWADI,Karnataka,India,TRUE
11631,586122,B.BAGEWADI,Karnataka,India,TRUE
11632,586123,SINDGI,Karnataka,India,TRUE
11633,586124,Indi,Karnataka,India,TRUE
11634,586125,Jamakhandi,Karnataka,India,TRUE
11635,586127,BIJAPUR (KA),Karnataka,India,TRUE
11636,586128,SINDGI,Karnataka,India,TRUE
11637,586129,Muddebihal,Karnataka,India,TRUE
11638,586130,B.BAGEWADI,Karnataka,India,TRUE
11639,586201,B.BAGEWADI,Karnataka,India,TRUE
11640,586202,SINDGI,Karnataka,India,TRUE
11641,586203,B.BAGEWADI,Karnataka,India,TRUE
11642,586204,Indi,Karnataka,India,TRUE
11643,586205,Indi,Karnataka,India,TRUE
11644,586206,SINDGI,Karnataka,India,TRUE
11645,586207,B.BAGEWADI,Karnataka,India,TRUE
11646,586208,Muddebihal,Karnataka,India,TRUE
11647,586209,Indi,Karnataka,India,TRUE
11648,586210,"B,Bagewadi",Karnataka,India,TRUE
11649,586211,Indi,Karnataka,India,TRUE
11650,586212,Muddebihal,Karnataka,India,TRUE
